Category,Book English,Book Hebrew,order,Chapters,Chapter_Value
cmrokiuhp0000f3hw2ua261dz,1 Chronicles,דברי הימים א,11,4,43
cmrokiuhp0000f3hw2ua261dz,1 Chronicles,דברי הימים א,11,5,26
cmrokiuhp0000f3hw2ua261dz,1 Chronicles,דברי הימים א,11,6,81
cmrokiuhp0000f3hw2ua261dz,1 Chronicles,דברי הימים א,11,7,40
cmrokiuhp0000f3hw2ua261dz,1 Chronicles,דברי הימים א,11,8,40
cmrokiuhp0000f3hw2ua261dz,1 Chronicles,דברי הימים א,11,9,44
cmrokiuhp0000f3hw2ua261dz,1 Chronicles,דברי הימים א,11,10,14
cmrokiuhp0000f3hw2ua261dz,1 Chronicles,דברי הימים א,11,11,47
cmrokiuhp0000f3hw2ua261dz,1 Chronicles,דברי הימים א,11,12,40
cmrokiuhp0000f3hw2ua261dz,1 Chronicles,דברי הימים א,11,13,14
cmrokiuhp0000f3hw2ua261dz,1 Chronicles,דברי הימים א,11,14,17
cmrokiuhp0000f3hw2ua261dz,1 Chronicles,דברי הימים א,11,15,29
cmrokiuhp0000f3hw2ua261dz,1 Chronicles,דברי הימים א,11,16,43
cmrokiuhp0000f3hw2ua261dz,1 Chronicles,דברי הימים א,11,17,27
cmrokiuhp0000f3hw2ua261dz,1 Chronicles,דברי הימים א,11,18,17
cmrokiuhp0000f3hw2ua261dz,1 Chronicles,דברי הימים א,11,19,19
cmrokiuhp0000f3hw2ua261dz,1 Chronicles,דברי הימים א,11,20,8
cmrokiuhp0000f3hw2ua261dz,1 Chronicles,דברי הימים א,11,21,30
cmrokiuhp0000f3hw2ua261dz,1 Chronicles,דברי הימים א,11,22,19
cmrokiuhp0000f3hw2ua261dz,1 Chronicles,דברי הימים א,11,23,32
cmrokiuhp0000f3hw2ua261dz,1 Chronicles,דברי הימים א,11,24,31
cmrokiuhp0000f3hw2ua261dz,1 Chronicles,דברי הימים א,11,25,31
cmrokiuhp0000f3hw2ua261dz,1 Chronicles,דברי הימים א,11,26,32
cmrokiuhp0000f3hw2ua261dz,1 Chronicles,דברי הימים א,11,27,34
cmrokiuhp0000f3hw2ua261dz,1 Chronicles,דברי הימים א,11,28,21
cmrokiuhp0000f3hw2ua261dz,1 Chronicles,דברי הימים א,11,29,30
cmrokiuhp0000f3hw2ua261dz,2 Chronicles,דברי הימים ב,12,1,17
cmrokiuhp0000f3hw2ua261dz,2 Chronicles,דברי הימים ב,12,2,18
cmrokiuhp0000f3hw2ua261dz,2 Chronicles,דברי הימים ב,12,3,17
cmrokiuhp0000f3hw2ua261dz,2 Chronicles,דברי הימים ב,12,4,22
cmrokiuhp0000f3hw2ua261dz,2 Chronicles,דברי הימים ב,12,5,14
cmrokiuhp0000f3hw2ua261dz,2 Chronicles,דברי הימים ב,12,6,42
cmrokiuhp0000f3hw2ua261dz,2 Chronicles,דברי הימים ב,12,7,22
cmrokiuhp0000f3hw2ua261dz,2 Chronicles,דברי הימים ב,12,8,18
cmrokiuhp0000f3hw2ua261dz,2 Chronicles,דברי הימים ב,12,9,31
cmrokiuhp0000f3hw2ua261dz,2 Chronicles,דברי הימים ב,12,10,19
cmrokiuhp0000f3hw2ua261dz,2 Chronicles,דברי הימים ב,12,11,23
cmrokiuhp0000f3hw2ua261dz,2 Chronicles,דברי הימים ב,12,12,16
cmrokiuhp0000f3hw2ua261dz,2 Chronicles,דברי הימים ב,12,13,22
cmrokiuhp0000f3hw2ua261dz,2 Chronicles,דברי הימים ב,12,14,15
cmrokiuhp0000f3hw2ua261dz,2 Chronicles,דברי הימים ב,12,15,19
cmrokiuhp0000f3hw2ua261dz,2 Chronicles,דברי הימים ב,12,16,14
cmrokiuhp0000f3hw2ua261dz,2 Chronicles,דברי הימים ב,12,17,19
cmrokiuhp0000f3hw2ua261dz,2 Chronicles,דברי הימים ב,12,18,34
cmrokiuhp0000f3hw2ua261dz,2 Chronicles,דברי הימים ב,12,19,11
cmrokiuhp0000f3hw2ua261dz,2 Chronicles,דברי הימים ב,12,20,37
cmrokiuhp0000f3hw2ua261dz,2 Chronicles,דברי הימים ב,12,21,20
cmrokiuhp0000f3hw2ua261dz,2 Chronicles,דברי הימים ב,12,22,12
cmrokiuhp0000f3hw2ua261dz,2 Chronicles,דברי הימים ב,12,23,21
cmrokiuhp0000f3hw2ua261dz,2 Chronicles,דברי הימים ב,12,24,27
cmrokiuhp0000f3hw2ua261dz,2 Chronicles,דברי הימים ב,12,25,28
cmrokiuhp0000f3hw2ua261dz,2 Chronicles,דברי הימים ב,12,26,23
cmrokiuhp0000f3hw2ua261dz,2 Chronicles,דברי הימים ב,12,27,9
cmrokiuhp0000f3hw2ua261dz,2 Chronicles,דברי הימים ב,12,28,27
cmrokiuhp0000f3hw2ua261dz,2 Chronicles,דברי הימים ב,12,29,36
cmrokiuhp0000f3hw2ua261dz,2 Chronicles,דברי הימים ב,12,30,27
cmrokiuhp0000f3hw2ua261dz,2 Chronicles,דברי הימים ב,12,31,21
cmrokiuhp0000f3hw2ua261dz,2 Chronicles,דברי הימים ב,12,32,33
cmrokiuhp0000f3hw2ua261dz,2 Chronicles,דברי הימים ב,12,33,25
cmrokiuhp0000f3hw2ua261dz,2 Chronicles,דברי הימים ב,12,34,33
cmrokiuhp0000f3hw2ua261dz,2 Chronicles,דברי הימים ב,12,35,27
cmrokiuhp0000f3hw2ua261dz,2 Chronicles,דברי הימים ב,12,36,23
